AthleteName	Graduation	BeltColor	BeltDegree	Academy	Federation	FederationAbbr
Fousi Mezouari	Black Belt Second Degree	Black	2	ACB - De La Riva Paris	International Brazilian Jiu-Jitsu Federation	IBJJF
Fouzan Alsabej	Black Belt	Black		Kuwait Jiu-Jitsu Academy	International Brazilian Jiu-Jitsu Federation	IBJJF
Francelino Gonçalves de Oliveira	Black Belt Third Degree	Black	3	Ubuntu Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francelito Aristoteles do Carmo	Black Belt Second Degree	Black	2	GF Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francesco Pelonero	Black Belt First Degre	Black	1	GF Team Italia	International Brazilian Jiu-Jitsu Federation	IBJJF
Francesco Staroccia	Black Belt First Degre	Black	1	Pound For Pound Roma	International Brazilian Jiu-Jitsu Federation	IBJJF
Franciedson Fernandes da Costa	Black Belt First Degre	Black	1	Alliance SP	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francielio Fernandes da Costa	Black Belt Second Degree	Black	2	Alliance SP	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francis Frapolli Abramson	Black Belt Second Degree	Black	2	Rilion Gracie HQ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Francisco Albuquerque Neto	Black Belt Sixth Degree	Black	6	Fight Sports	United States Brazilian Jiu-Jitsu Federation	USBJJF
Francisco Alexsandro Mota Gomes	Black Belt Second Degree	Black	2	Barbosa Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Antonascio Neto	Black Belt	Black		Gracie Barra Vila Maia Guarujá	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Augusto Frota Guimaraes	Black Belt Second Degree	Black	2	Frota Team Nogueira	International Brazilian Jiu-Jitsu Federation	IBJJF
Francisco Brunno Soares De Oliveira	Black Belt First Degre	Black	1	Six Blades Jiu-Jitsu - Brasil	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Carlos Pinto Sá	Black Belt Fifth Degree	Black	5	SAS Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Daniel Pires Tavares	Black Belt Third Degree	Black	3	SAS Team USA	United States Brazilian Jiu-Jitsu Federation	USBJJF
Francisco de Assis Muzzi Alem	Black Belt First Degre	Black	1	Alliance SP	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco de Assis Nonato Pereira	Black Belt First Degre	Black	1	Elvys / Osvaldo Alves - AM	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Dias Neto	Black Belt Third Degree	Black	3	Yamasaki Academy	United States Brazilian Jiu-Jitsu Federation	USBJJF
Francisco Fabio Conrrado Abreu	Black Belt	Black		Nova União	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Fontenelle	Black Belt First Degre	Black	1	Gracie Barra Alagoas	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Gelson Sousa da Silva	Black Belt First Degre	Black	1	Nova Geração	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Gomes de Sousa	Black Belt Third Degree	Black	3	Neto Gomes BJJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Francisco Jörgen Sanz	Black Belt	Black		Hilti BJJ Stockholm	International Brazilian Jiu-Jitsu Federation	IBJJF
Francisco José Barreto	Black Belt Second Degree	Black	2	Fighter Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Jose Mansor	Red Belt Ninth Degree	Red	9	Kioto BJJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Francisco José P. Fernandes Júnior	Black Belt Third Degree	Black	3	Gracie Barra Cuiabá	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco José Pessoa Fernandes	Red and Black Belt Seventh Degree	Red and Black	7	Gracie Barra Cuiabá	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco José Pinto de Freitas	Black Belt	Black		Pitbull Brothers	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Lanna Guillén	Black Belt First Degre	Black	1	Five Rounds	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Luis Auricelio Valente	Black Belt Fourth Degree	Black	4	AKVA Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Lurandir Moura de Oliveira	Black Belt Fourth Degree	Black	4	BSB Jiu-Jitsu Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Machado Júnior	Black Belt First Degre	Black	1	Alliance RJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Maciel de Sousa	Black Belt	Black		GF Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Marcio Correa da Costa	Black Belt	Black		Anibal Fight	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Mario da Silva Peixoto Neto	Black Belt Fifth Degree	Black	5	Mario Sukata Internacional	International Brazilian Jiu-Jitsu Federation	IBJJF
Francisco Nonato Barbosa	Black Belt First Degre	Black	1	Born To Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Nonato Holanda Barros	Black Belt Fourth Degree	Black	4	Academia Associação Monteiro	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Otavio Teixeira Duarte	Black Belt Third Degree	Black	3	Tata Team JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Paulo Lima Junior	Black Belt Second Degree	Black	2	Team Crézio Lutas	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Ramos Mendes Neto	Black Belt Fourth Degree	Black	4	Gulf Breeze Brazilian Jiu-Jitsu / Checkmat	United States Brazilian Jiu-Jitsu Federation	USBJJF
Francisco Rondineli Frizon	Black Belt	Black		Gracie Barra Sul	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Santana Souza Junior	Black Belt Fourth Degree	Black	4	Ryan Gracie Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Slobodan Lopes	Black Belt Second Degree	Black	2	Gracie Barra Florianópolis - SC	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Soares Costa Junior	Black Belt Third Degree	Black	3	Carlson Gracie Boca Raton	United States Brazilian Jiu-Jitsu Federation	USBJJF
Francisco Soares Souza Lima Junior	Black Belt	Black		Osvaldo Alves	Confederação Brasileira de Jiu-Jitsu	CBJJ
Francisco Tupinambas Martins	Black Belt	Black		Ghost Squad BJJ Team	United States Brazilian Jiu-Jitsu Federation	USBJJF
Franck David Chirat	Black Belt	Black		Malicia Team	International Brazilian Jiu-Jitsu Federation	IBJJF
Franck Jean Lucien Norbert	Black Belt Second Degree	Black	2	Grapplisses	International Brazilian Jiu-Jitsu Federation	IBJJF
Franco Vacirca	Black Belt Fifth Degree	Black	5	Vacirca Brothers Jiu-Jitsu	International Brazilian Jiu-Jitsu Federation	IBJJF
François Brandao	Black Belt Second Degree	Black	2	Nova Onda	International Brazilian Jiu-Jitsu Federation	IBJJF
François Deniau	Black Belt Second Degree	Black	2	BJJ Lyon	United States Brazilian Jiu-Jitsu Federation	USBJJF
François Pierre Laurent	Black Belt Third Degree	Black	3	NCU	International Brazilian Jiu-Jitsu Federation	IBJJF
Franjo Artukovic	Black Belt First Degre	Black	1	Stallion Gym	International Brazilian Jiu-Jitsu Federation	IBJJF
Frank Alberto Alves Franco	Black Belt Third Degree	Black	3	Gracie Humaita	Confederação Brasileira de Jiu-Jitsu	CBJJ
Frank Santos Dumont Fernandes de Oliveira	Black Belt	Black		Qatar BJJ Brasil	Confederação Brasileira de Jiu-Jitsu	CBJJ
Franklim da Silva Oliveira	Black Belt Fifth Degree	Black	5	Nascimento JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Franklin Jones Vieira da Silva	Black Belt Third Degree	Black	3	Osvaldo Alves	Confederação Brasileira de Jiu-Jitsu	CBJJ
Franklin Matthew Henderson	Black Belt	Black		Gracie Barra Texas	International Brazilian Jiu-Jitsu Federation	IBJJF
Franklin Montiel Alves da Silva	Black Belt First Degre	Black	1	Iron Brothers	Confederação Brasileira de Jiu-Jitsu	CBJJ
Franquison da Silva Oliveira	Black Belt	Black		Raiz Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Frederic Jean-Baptiste Michelangeli	Black Belt	Black		Hagakuré 83	International Brazilian Jiu-Jitsu Federation	IBJJF
Frederic Leray	Black Belt	Black		Cicero Costha France	International Brazilian Jiu-Jitsu Federation	IBJJF
Frederic Semour	Black Belt	Black		Absoluto BJJ	International Brazilian Jiu-Jitsu Federation	IBJJF
Frederick William Nagle III	Black Belt First Degre	Black	1	Big Brothers	United States Brazilian Jiu-Jitsu Federation	USBJJF
Frederico Bizam Blum	Black Belt Second Degree	Black	2	Rilion Gracie JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Frederico Carlos Porto Vidal	Black Belt Third Degree	Black	3	Gracie Barra Paço de Arcos	Federação Portuguesa de Jiu-Jitsu Brasileiro	FPJJB
Frederico Carneiro Leão de Barros Pimentel	Red and White Belt Eighth Degree	Red and White	8	Gracie Barra Goiania - GO	Confederação Brasileira de Jiu-Jitsu	CBJJ
Frederico dos Santos Ribeiro	Black Belt	Black		Equipe RB Rodrigo Batata	Confederação Brasileira de Jiu-Jitsu	CBJJ
Frederico Guilherme Peixoto	Black Belt Fifth Degree	Black	5	Mario Sukata Internacional	International Brazilian Jiu-Jitsu Federation	IBJJF
Frederico Guimarães da Silva	Black Belt	Black		USK Brazil	Confederação Brasileira de Jiu-Jitsu	CBJJ
Frederico Luiz Zaganelli	Black Belt Third Degree	Black	3	Zaganelli Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Fredrick Gumm	Black Belt Second Degree	Black	2	Carlson Gracie Team	United States Brazilian Jiu-Jitsu Federation	USBJJF
Fredson Paixão da Silva Melo	Black Belt Fourth Degree	Black	4	Fredson Paixao BJJ Las Vegas	United States Brazilian Jiu-Jitsu Federation	USBJJF
Fuminori Sato	Black Belt	Black		Strapple Minamisoma Playground	Japan Brazilian Jiu-Jitsu Federation	JBJJF
Gabriel Afonso dos Santos Moraes	Black Belt Fourth Degree	Black	4	Alliance SP	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gabriel Alexander Rosberg	Black Belt Second Degree	Black	2	Art of Roll	International Brazilian Jiu-Jitsu Federation	IBJJF
Gabriel Araujo do Carmo	Black Belt Third Degree	Black	3	Gracie Barra Bangu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gabriel Bandeira Cajaty Goncalves	Black Belt First Degre	Black	1	Julio Secco	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gabriel Diehl da Silva	Black Belt	Black		PS Phoenix BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gabriel Edreira Wolff	Black Belt Second Degree	Black	2	Constrictor Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gabriel Gonzaga Santos Nogueira	Black Belt Fifth Degree	Black	5	Squared BJJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Gabriel Guimaraes de Araujo	Black Belt	Black		Escola BBS Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gabriel H. Araujo	Black Belt	Black		GF Team International	International Brazilian Jiu-Jitsu Federation	IBJJF
Gabriel Kitober Vieira	Black Belt Second Degree	Black	2	GF Team Ohio	United States Brazilian Jiu-Jitsu Federation	USBJJF
Gabriel Luis Montuani	Black Belt	Black		Zenith BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gabriel Marinho Rodrigues	Black Belt First Degre	Black	1	GF Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gabriel Martins da Silva	Black Belt	Black		Alliance JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gabriel Medeiros Regnier	Black Belt	Black		Academia CM System	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gabriel Passos Cosenday da Nóbrega	Black Belt	Black		Rilion Gracie Portugal Viseu	Federação Portuguesa de Jiu-Jitsu Brasileiro	FPJJB
Gabriel Procópio da Fonseca	Black Belt Second Degree	Black	2	Brazilian Top Team - ATX	United States Brazilian Jiu-Jitsu Federation	USBJJF
Gabriel Ribeiro de Farias	Black Belt Third Degree	Black	3	Brazil 021 School of Jiu-Jitsu BR	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gabriel Rocha Alves	Black Belt Third Degree	Black	3	Cia Paulista	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gabriel Rollo da Silva Pontes	Black Belt First Degre	Black	1	CheckMat/The House	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gabriel Santos Costa	Black Belt Fourth Degree	Black	4	Sektor BJJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Gabriel Santos Gonçalves	Black Belt Fourth Degree	Black	4	Gladiator BJJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Gabriel Souto Maior Arboes	Black Belt Fourth Degree	Black	4	Soul Fighters/Delta Gold Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gabriel Trepanier	Black Belt	Black		Lepri BJJ Montreal	International Brazilian Jiu-Jitsu Federation	IBJJF
Gabriela Meireles Fechter	Black Belt	Black		CheckMat	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gael Joseph Coadic	Black Belt Third Degree	Black	3	Fox Team	International Brazilian Jiu-Jitsu Federation	IBJJF
Gaku Inano	Black Belt Second Degree	Black	2	Tokyo Yellow Manz Cute	Japan Brazilian Jiu-Jitsu Federation	JBJJF
Garth Michael Taylor	Black Belt Fourth Degree	Black	4	Kaijin Martial Arts	United States Brazilian Jiu-Jitsu Federation	USBJJF
Gastão Gracie Filho	Red Belt Tenth Degree	Red	10	Academia Gracie de Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gay Elgin Cobham	Black Belt First Degre	Black	1	De La Riva Jiu-Jitsu USA	United States Brazilian Jiu-Jitsu Federation	USBJJF
George Antonio da Silva	Black Belt	Black		Equipe Raul Quintella de Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
George Augusto dos Santos	Black Belt Third Degree	Black	3	Kito - Ryu	Confederação Brasileira de Jiu-Jitsu	CBJJ
George Birkadze	Black Belt Second Degree	Black	2	ICABJJ Academy	United States Brazilian Jiu-Jitsu Federation	USBJJF
George de Araujo Holanda Guerra	Black Belt Second Degree	Black	2	CheckMat	Confederação Brasileira de Jiu-Jitsu	CBJJ
George de Rezende Pena Costa	Black Belt First Degre	Black	1	Agnaldo Góes Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
George Gracie	Red Belt Tenth Degree	Red	10	Academia Gracie de Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
George Hissung Jr.	Black Belt Second Degree	Black	2	GHBJJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
George Marcio Tico Silva	Black Belt Second Degree	Black	2	Familia Marcio Frank BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
George Oliveira de Mendonça	Black Belt	Black		Pitbull Brothers	Confederação Brasileira de Jiu-Jitsu	CBJJ
Georges St-Pierre	Black Belt First Degre	Black	1	Gracie Barra Montreal	International Brazilian Jiu-Jitsu Federation	IBJJF
Gerald J Laurita	Black Belt Third Degree	Black	3	Laurita Brazilian Jiu Jitsu	United States Brazilian Jiu-Jitsu Federation	USBJJF
Gerald S. Gonzalez	Black Belt First Degre	Black	1	Octagon MMA	United States Brazilian Jiu-Jitsu Federation	USBJJF
Geraldo Augusto Ignacio Costa	Black Belt Fifth Degree	Black	5	Gracie Humaita USA	United States Brazilian Jiu-Jitsu Federation	USBJJF
Gerard E. Young	Black Belt First Degre	Black	1	Absolute MMA Australia	International Brazilian Jiu-Jitsu Federation	IBJJF
Gerard V. Fatjo	Black Belt	Black		Fatjo's Mixed Martial Arts	United States Brazilian Jiu-Jitsu Federation	USBJJF
Gerardo Mulas	Black Belt	Black		Octagon MMA	United States Brazilian Jiu-Jitsu Federation	USBJJF
Gerenaldo Costa Santos	Black Belt	Black		PSLPB Cicero Costha	Confederação Brasileira de Jiu-Jitsu	CBJJ
German Antonio Garcia	Black Belt	Black		Mario Sukata Internacional	International Brazilian Jiu-Jitsu Federation	IBJJF
German Damian Leder	Black Belt First Degre	Black	1	Brasa International	International Brazilian Jiu-Jitsu Federation	IBJJF
Gerry Alberto Hurtado	Black Belt	Black		Alliance Marcelo Garcia	United States Brazilian Jiu-Jitsu Federation	USBJJF
Gerson dos Santos	Black Belt Third Degree	Black	3	Gerson Jiu-Jitsu Academy	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gerson Jair Arias Pérez	Black Belt First Degre	Black	1	Barbosa Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gerson Lopes Sanginitto	Black Belt Fifth Degree	Black	5	Gerson Sanginitto Delta BJJ	United States Brazilian Jiu-Jitsu Federation	USBJJF
Gerson Maciel de Almeida Filho	Black Belt	Black		Infight Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gerson Rezende de Azevedo	Black Belt Fourth Degree	Black	4	Art Combat	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gesse Francisco de Oliveira Filho	Black Belt Third Degree	Black	3	Nova União Pernambuco	Confederação Brasileira de Jiu-Jitsu	CBJJ
Giacomo Raupp Zanini	Black Belt	Black		Alliance Coquitlam	International Brazilian Jiu-Jitsu Federation	IBJJF
Gian Carlos Valdez Jorge	Black Belt Third Degree	Black	3	Yamasaki Academy/ Machete BJJ	International Brazilian Jiu-Jitsu Federation	IBJJF
Gianfranco Delli Paoli	Black Belt Third Degree	Black	3	Rolling JJ	International Brazilian Jiu-Jitsu Federation	IBJJF
Gianluca Boni	Black Belt Second Degree	Black	2	Rio Grappling Club Italia	International Brazilian Jiu-Jitsu Federation	IBJJF
Gianni Bertazzon	Black Belt First Degre	Black	1	Caimani Team	International Brazilian Jiu-Jitsu Federation	IBJJF
Gil Sandro Justino Porto	Black Belt Third Degree	Black	3	Team Gil Catarino	International Brazilian Jiu-Jitsu Federation	IBJJF
Gilbert Michael Olivas	Black Belt	Black		Black Flag Jiu-Jitsu Club	United States Brazilian Jiu-Jitsu Federation	USBJJF
Gilberto Bez Batti Vasques	Black Belt First Degre	Black	1	Macgyver Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gilberto de Campos E. Santo Soares	Black Belt Second Degree	Black	2	GF Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gilberto de Souza Paiva	Black Belt	Black		CheckMat	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gilberto Ferraz Bastos Junior	Black Belt Third Degree	Black	3	GF Team International	International Brazilian Jiu-Jitsu Federation	IBJJF
Gilberto José de Oliveira Dias	Black Belt Second Degree	Black	2	Academia Gilberto Dias de Jiu-Jitsu (AGDJJ)	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gilberto Monroy Aguas	Black Belt	Black		Alliance USA	United States Brazilian Jiu-Jitsu Federation	USBJJF
Gilberto Pereira de Carvalho	Black Belt First Degre	Black	1	Attack JJ Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gilberto Tadashi Nakaya Da Silva	Black Belt	Black		Suto Academy	Japan Brazilian Jiu-Jitsu Federation	JBJJF
Gildásio Sant'anna de Oliveira	Black Belt	Black		Qatar BJJ Brasil	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gildo Vitório da Silva	Black Belt	Black		CheckMat/Equipe 1	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gilles Christian Arsene	Black Belt Fourth Degree	Black	4	RCP Jiu Jitsu	International Brazilian Jiu-Jitsu Federation	IBJJF
Gillian Andre Costa de Araujo	Black Belt First Degre	Black	1	Beto e Companhia JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gilliano Antônio Ribeiro	Black Belt Fourth Degree	Black	4	Gile Ribeiro BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gilliano Santos Ledo	Black Belt	Black		Zenith BJJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gilliard Alfredo Fagundes	Black Belt	Black		Manimal Family	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gilmara Caires Lima	Black Belt	Black		PSLPB Cicero Costha	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gilson Apurinã Peixoto da Silva	Black Belt	Black		GF Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gilson dos Santos	Black Belt	Black		Master Jiu-Jitsu	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gilson dos Santos Fernandes	Black Belt Fourth Degree	Black	4	Qatar BJJ Brasil	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gilson Ely Chaves Matos	Black Belt	Black		Ns Brotherhood	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gilson Jose Teixeira de Farias	Black Belt Second Degree	Black	2	Gilson Farias Team	International Brazilian Jiu-Jitsu Federation	IBJJF
Gilson Silva Peres dos Santos	Black Belt	Black		Fit Sid Jacintho	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gilson Teixeira de Oliveira	Black Belt Third Degree	Black	3	Pantera Negra	Confederação Brasileira de Jiu-Jitsu	CBJJ
Gilvan Gomes da Costa	Black Belt	Black		Brazilian Top Team Boston	United States Brazilian Jiu-Jitsu Federation	USBJJF
Gilvan Veloso dos Reis	Black Belt	Black		Equipe Força G	Confederação Brasileira de Jiu-Jitsu	CBJJ
Giordani Jorge Antunes	Black Belt Second Degree	Black	2	Quintella BJJ Brasil	Confederação Brasileira de Jiu-Jitsu	CBJJ
Giordano Brozzi	Black Belt Second Degree	Black	2	Team Kurama	International Brazilian Jiu-Jitsu Federation	IBJJF
Giovanne Guedes Dellamea	Black Belt	Black		Alliance Porto Alegre	Confederação Brasileira de Jiu-Jitsu	CBJJ
Giovanni Reis Coutinho Paniccia	Black Belt Fifth Degree	Black	5	Giovanni Reis Team	Confederação Brasileira de Jiu-Jitsu	CBJJ
Giovany Sorlier	Black Belt Second Degree	Black	2	Checkmat Reunion	International Brazilian Jiu-Jitsu Federation	IBJJF
Giuliano Haldimann	Black Belt First Degre	Black	1	Jiu Jitsu Academy Worblental	International Brazilian Jiu-Jitsu Federation	IBJJF
Giuseppe Chiapparino	Black Belt First Degre	Black	1	Yamato Milano	International Brazilian Jiu-Jitsu Federation	IBJJF
Giuseppe Petrini	Black Belt First Degre	Black	1	Tribe Jiu-Jitsu Pescara	International Brazilian Jiu-Jitsu Federation	IBJJF
Giuseppe Rodelli	Black Belt	Black		ASDC Lavica Project	International Brazilian Jiu-Jitsu Federation	IBJJF
Giuseppe Schembri Neto	Black Belt Third Degree	Black	3	Gracie Barra Rio de Janeiro	Confederação Brasileira de Jiu-Jitsu	CBJJ
Givanildo Santana do Nascimento	Black Belt Fifth Degree	Black	5	One Jiu-Jitsu USA	United States Brazilian Jiu-Jitsu Federation	USBJJF
Glauber Castro Assis	Black Belt	Black		Núcleo JJ	Confederação Brasileira de Jiu-Jitsu	CBJJ
